image_name,category,true_caption,retrieved_caption,CLIPScore_matched,CLIPScore_retrieved,CLIPScore_random,BERTScore_F1
n02410509_20039,cow,Cow resting on green grassy field,Sheep with curled horns standing on grass,0.28138608,0.30760467,0.13242278,0.9041208
n04099969_1275,chair,Two rocking chairs overlooking trees and buildings,Two cushioned chairs on a stone patio,0.28058618,0.30365688,0.17146707,0.9074224
n11939491_6092,flower,White flower surrounded by blurred green and pink,White daisy flower with green foliage,0.30337057,0.32322562,0.18251356,0.8983593
2008_007273,cow,Cow and calf standing on green grass,Cow and calf standing on green grass,0.32167703,0.32167703,0.19181119,1.0
n11939491_9232,flower,White flower with vibrant red surroundings,White daisy flower with green foliage,0.32877573,0.3449573,0.12791084,0.9006698
002323,cow,Cow resting on grass near a lake,Cow resting on grass near a lake,0.32812178,0.32812178,0.18339674,1.0
2008_004015,dog,Black dog and puppy playing on grass,Black dog and puppy playing on grass,0.32342178,0.32342178,0.19992426,0.99999994
n03785016_33240,motorbike,Red motorbike parked on grass by brick wall,Tandem bicycle on a gravel surface,0.28248233,0.30001444,0.12827915,0.89505374
2011_001572,cat,Gray cat indoors with tan walls,Gray cat indoors with tan walls,0.3201176,0.3201176,0.13383827,1.0
n04099969_6294,chair,Wooden chair on a weathered deck outdoors,Black folding chair on a wooden deck,0.32043847,0.33465207,0.11428216,0.9225233
2011_000061,tvmonitor,Three tvmonitor screens with computers and desk,Multiple tvmonitors surrounded by old computers,0.31184807,0.32603416,0.12223108,0.9031278
004772,cow,Cow resting on green grassy field,Cow resting on green grass near rocks,0.32148653,0.32719404,0.19510601,0.9512601
2009_000029,dog,Dog resting on tiled floor near mosaic,Brown dog lying on tiled floor,0.27478313,0.28481284,0.23743355,0.94126713
n03201208_15802,diningtable,Wooden diningtable surrounded by matching chairs,Round diningtable with four green chairs nearby,0.30408424,0.33336776,0.22031868,0.9177542
n02791124_10186,chair,Barber chair beside a white lattice divider,Barber chair with brown leather and wood,0.31693918,0.32751313,0.1658352,0.89954233
2009_002975,horse,Brown and white horse standing at sunset,Brown and white horse standing at sunset,0.33289748,0.33289748,0.20942228,1.0000001
n11939491_20045,flower,White daisy flowers among green grass,Two white flower daisies among green grass,0.32715514,0.35282922,0.17592886,0.9551077
002593,sheep,Sheep standing on a grassy hillside,Sheep standing on dry grassy ground,0.32388663,0.3296801,0.15316121,0.95723104
2009_001765,bird,Bird taking flight above ocean waves,Bird gliding on calm blue water,0.2860524,0.2903157,0.09580676,0.90900207
2010_002105,dog,Dog lying comfortably on a cozy bed,Dog resting on a couch with pillow,0.31446362,0.31581426,0.19678605,0.9376806
2009_001640,bottle,Bottle of sparkling wine in a wooden box,Bottle of sparkling wine in a wooden box,0.2919926,0.2919926,0.1249771,1.0
2011_000651,motorbike,Motorbike parked near fencing and grass,White motorbike on display at an event,0.33385044,0.35864085,0.22182038,0.89538234
007879,dog,Dog exploring snowy ground outdoors,Dog exploring snowy ground outdoors,0.2951377,0.2951377,0.115181744,1.0
n02389026_1222,horse,Young horse walking in a grassy paddock,Young horse foal trotting on green grass,0.2905513,0.31793252,0.15209432,0.9343825
2008_005327,horse,Horse standing quietly inside a wooden stable,Horse standing quietly inside a wooden stable,0.30703187,0.30703187,0.13445133,1.0
006479,dog,White dog resting on a cream sofa,White dog resting on a cream sofa,0.30587226,0.30587226,0.11465809,1.0000001
2009_000938,bird,Bird walking through tall grassy field,Bird with white head near wire fence,0.25168222,0.27828568,0.072188646,0.88409
n11939491_25657,flower,Colorful flower with pointed petals on soil,Colorful flower with pointed petals on soil,0.33890975,0.33890975,0.1438912,1.0
007104,bottle,Pink bottle held on a gray surface,Pink bottle held on a gray surface,0.32147157,0.32147157,0.12716943,1.0
009472,aeroplane,Aeroplane landing on a grassy runway,Aeroplane on runway near green grass,0.26057076,0.26833263,0.124203265,0.9593096
2010_001292,cat,Cat with blue eyes outdoors in greenery,Cat with blue eyes outdoors in greenery,0.32206196,0.32206196,0.17062747,1.0
n03201208_34894,diningtable,Wooden diningtable with candles and kitchen nearby,Diningtable with four chairs on wood floor,0.30598274,0.32731497,0.11059989,0.9016737
2009_003686,horse,Brown horse with bridle outdoors,Brown horse with bridle outdoors,0.31035665,0.31035665,0.1665844,1.0
n11939491_6766,flower,Yellow flower beneath clear blue sky,Yellow flower beneath clear blue sky,0.32992542,0.32992542,0.20453784,1.0
n02389026_2712,horse,Horse walking in snowy fenced yard,Brown horse standing in a fenced enclosure,0.2875887,0.29925984,0.15547946,0.93648094
n11939491_5785,flower,White yellow flower against pale blue background,White daisy flower with green foliage,0.32315016,0.33076116,0.15595028,0.89771664
n04099969_3243,chair,Wooden rocking chair on patterned rug,Wooden rocking chair with blue cushion upholstery,0.30635685,0.32001287,0.10783293,0.91937816
n03791053_2649,motorbike,Blue motorbike parked by a stone wall,Blue motorbike parked on green grass,0.30309552,0.31649902,0.16466635,0.9554154
2010_004041,boat,Boat docks alongside turquoise blue water,Large boat docked near a calm shore,0.26175502,0.26453906,0.09224994,0.90231
n04344873_4734,sofa,Plaid sofa with assorted pillows in living room,Plaid sofa with mismatched cushions on wood floor,0.3213756,0.32710597,0.11354148,0.9176118
n02408429_6170,cow,Cow standing on dry grassy field,Cow standing in a muddy grassy field,0.29003227,0.30833688,0.12593845,0.9726562
n03983396_10312,bottle,Bottle collection in a metal rack on wood floor,Bottle collection in a metal rack on wood floor,0.3379025,0.3379025,0.10429849,1.0
n03792782_571,bicycle,Yellow road bicycle on wooden floor indoors,Yellow road bicycle on wooden floor indoors,0.2911967,0.2911967,0.093031354,1.0
n02422699_3560,sheep,Two sheep grazing on green grassy field,Three horses grazing and resting near trees,0.22480461,0.23135643,0.16020188,0.913968
n04344873_18244,sofa,Woven modern sofa on a white floor,Wicker rocking chair on patterned carpet,0.24888697,0.2807886,0.1376896,0.9020502
002354,aeroplane,Aeroplane flying low above city buildings,Aeroplane being towed on airport runway,0.23431955,0.27045485,0.21022606,0.9251458
2010_001705,dog,Dog sitting on green grass near fence,Dog standing alert on green grass,0.28516713,0.29860538,0.11613497,0.9464798
2010_001937,cow,Cow standing on green grassy field,Cow standing near a wire fence enclosure,0.27427202,0.3101063,0.14949523,0.9000408
n03201208_27794,diningtable,Wooden diningtable with plant centerpiece indoors,Diningtable with four chairs on wood floor,0.3004078,0.34063008,0.28926873,0.9055302
n04487081_23092,bus,Blue and white bus parked near green trees,Bus turning on a quiet suburban street,0.27229574,0.2952348,0.106203735,0.8772198
n04483307_1763,boat,Racing boat gliding swiftly over blue water,Boat with colorful sails gliding on ocean,0.25571305,0.2832135,0.061737295,0.91935
005437,car,Silver car on display in modern showroom,Silver car on display in modern showroom,0.32686293,0.32686293,0.21215251,1.0
n04099969_3564,chair,Wooden chair standing in tall dry grass,Wooden chair standing in tall dry grass,0.33902305,0.33902305,0.12686683,1.0
2010_002499,dog,Dog running across an indoor sports court,Dog running across an indoor sports court,0.33137417,0.33137417,0.16038835,1.0
2010_001763,sofa,Floral sofa on a plain white floor,Floral patterned sofa with colorful upholstery,0.30121514,0.32199344,0.124341436,0.9063123
n02835271_929,bicycle,Tandem bicycle with yellow and green frame indoors,Tandem bicycle with yellow and green frame indoors,0.37926406,0.37926406,0.17698407,0.99999994
n03792782_4403,bicycle,Bicycle leaning against a stone wall,Bicycle resting on a forest trail,0.307095,0.31911892,0.1655404,0.94332993
002270,bicycle,Pink bicycle with unique front wheel indoors,Pink bicycle with unique front wheel indoors,0.30453748,0.30453748,0.094619855,1.0
n04487081_19682,bus,Bus driving on tree-lined suburban street,City bus parked by trees and sidewalk,0.32117167,0.32659936,0.121884644,0.91219693
n03792782_9174,bicycle,Red racing bicycle beside wooden fence panels,Bicycle with yellow rims on a red mat,0.26309544,0.27922133,0.10089187,0.87451273
2010_005909,bicycle,Bicycle locked to a stone wall,Bicycle with blue handlebars near garage doors,0.29112327,0.32410657,0.19707519,0.90527266
2010_005855,cat,Gray cat standing on brown carpet,Gray cat standing on brown carpet,0.3162729,0.3162729,0.15063657,1.0000001
n03792782_2959,bicycle,Bicycle parked on a porch near windows,Tandem bicycle with yellow and green frame indoors,0.26957488,0.31532842,0.18938974,0.86370856
008693,car,White car parked beside a suburban house,White car parked beside a suburban house,0.26887822,0.26887822,0.13743037,1.0
n02410509_5139,cow,Cow grazing on green grassy field,Group of black cows standing on grass,0.23990142,0.29501987,0.1004846,0.9162492
n02835271_17649,bicycle,Tandem bicycle with bottles on display wall,Tandem bicycle with bottles on display wall,0.34284782,0.34284782,0.12832883,1.0
n04099969_2905,chair,Wooden rocking chair on plain floor,Wooden chair with carved backrest among others,0.3047477,0.31694418,0.122067876,0.88923836
2010_004627,bus,Orange double-decker bus near grassy fields,Three vintage buses parked near a hillside,0.31524655,0.33988816,0.17247206,0.9111695
n04487081_14089,bus,Red and white bus at urban bus station,Red and white bus at urban bus station,0.3077941,0.3077941,0.081050016,1.0
2010_002045,sofa,Brown sofa on carpeted living room floor,Cat resting on a brown leather couch,0.31508785,0.31798777,0.14811814,0.90705985
2008_002259,person,Person smiling with cake in a kitchen,Person smiling with cake in a kitchen,0.30269232,0.30269232,0.14547032,1.0
n04344873_745,sofa,Plaid sofa with pillows beside a small table,Plaid sofa with pillows beside a small table,0.3356624,0.3356624,0.11109435,1.0
n04152593_15007,tvmonitor,tvmonitor displaying system BIOS error messages,Vintage tvmonitor displaying green text interface,0.3138668,0.36768812,0.12505074,0.8903142
2008_007350,aeroplane,Aeroplane taxiing on runway near trees,Aeroplane on airport runway with trees nearby,0.30138165,0.31879434,0.097910054,0.96104574
2009_001069,tvmonitor,tvmonitor on a desk with keyboard and computer,Dual tvmonitor screens on a computer desk,0.31132308,0.31670082,0.18655452,0.92626655
n03792782_31944,bicycle,Bicycle on green grass near garden fence,Black mountain bicycle indoors on red tile floor,0.2729843,0.2764316,0.0872336,0.8585007
008559,person,Person singing energetically on a dimly lit stage,Person singing energetically on a dimly lit stage,0.29223073,0.29223073,0.13972373,1.0
003318,sheep,Sheep grazing on a sunny green field,Sheep standing on dry grass and dirt,0.29297274,0.32883874,0.11543876,0.9201877
n04344873_6202,sofa,Sofa with metal frame and wood paneling,Rustic wooden sofa with striped bedding,0.25783503,0.29492453,0.12026273,0.8882119
000033,aeroplane,Aeroplane at airport gate on a cloudy day,Aeroplane at airport gate on a cloudy day,0.29565072,0.29565072,0.12807323,1.0
n02410509_4083,cow,Cow herd grazing on green grassy field,Group of black cows standing on grass,0.25936145,0.271177,0.09309829,0.9187046
n04099969_2354,chair,Chair on a wooden porch overlooking water,Black folding chair on a wooden deck,0.3334147,0.34593302,0.18280496,0.91826075
2009_004255,train,Black train engine on gravel railway tracks,Black steam train displayed behind metal fence,0.30259052,0.31373066,0.15946168,0.90149945
2009_004706,sheep,Sheep eating hay on snowy ground,Sheep standing by a metal fence,0.3142289,0.31693685,0.14044178,0.9097111
n11939491_51866,flower,Pink flower with water droplets outdoors,Pink flower with water droplets outdoors,0.31812876,0.31812876,0.1671432,1.0
n03201208_16993,diningtable,Wood diningtable with chairs and a plant,Diningtable set with four chairs and placemats,0.30848193,0.33310097,0.14275655,0.9122468
2010_001253,dog,White dog with green paws on wooden deck,White dog with green paws on wooden deck,0.333973,0.333973,0.11829178,1.0
2008_004138,aeroplane,Aeroplane flying high in the blue sky,Aeroplane flying high in clear blue sky,0.3055088,0.30954167,0.06903839,0.98573965
2010_003900,train,Steam train on turntable near brick buildings,Black steam train displayed behind metal fence,0.32837427,0.32965118,0.12649843,0.89705735
n03095699_2942,boat,Container boat loaded with cargo at sea,Container boat carrying cargo on calm water,0.2945007,0.29648352,0.12849359,0.95257384
2010_000617,person,Person holding book while riding bicycle outdoors,Person holding book while riding bicycle outdoors,0.28172436,0.28172436,0.17955923,1.0
n04099969_1885,chair,Wooden rocking chair beside a sunlit window,Wooden rocking chair beside a sunlit window,0.32899785,0.32899785,0.14075373,1.0
2009_000586,dog,Dog wearing a furry jacket on carpet,Dog wearing a furry jacket on carpet,0.3103357,0.3103357,0.16860841,1.0000001
000537,dog,Dog sitting on a couch by blinds,Dog with a green collar indoors,0.26639876,0.27446994,0.14001882,0.8925597
2008_008170,boat,Large boat docked near industrial buildings,Large boat docked near industrial buildings,0.3295572,0.3295572,0.24740027,1.0
n03062245_3370,bottle,Red bottle with metallic cap on table,Red glass bottle with silver metal lid,0.30381143,0.32709864,0.14601609,0.9332784
2010_000702,cat,Cat on wooden floor beside food bowls,Cat on wooden floor beside food bowls,0.3143215,0.3143215,0.11176316,1.0
n02403003_7483,cow,Cow grazing on lush green grass,Group of black cows standing on grass,0.26598692,0.30743268,0.19032718,0.9184965
004143,bird,Colorful bird perched near leafy plants,Colorful bird standing on a wooden branch,0.27948672,0.29257622,0.14183229,0.92428803
n04099969_3212,chair,Wooden chair placed near stacked firewood,Wicker rocking chair on a stone patio,0.29709277,0.33279267,0.16809139,0.8978721
000186,bird,Bird soaring across a clear blue sky,Bird soaring across a clear blue sky,0.30731055,0.30731055,0.17516062,0.99999994
n02412080_16213,sheep,Sheep locking horns on dry grassy ground,Sheep locking horns on dry grassy ground,0.28861487,0.28861487,0.07639942,1.0
n04487081_19607,bus,Bus travels through city street with buildings,Bus parked on city street near buildings,0.32280844,0.34397024,0.24746998,0.93202144
n03792782_973,bicycle,Bicycle leaning on wooden stairs outside house,Tandem bicycle parked on a porch,0.2943917,0.30985993,0.16290703,0.91264725
n03782006_19233,tvmonitor,tvmonitor on wooden desk with computer setup,Two tvmonitor screens on a cluttered desk,0.28531733,0.32604253,0.083824694,0.9049433
005933,train,Freight train passing through a small town,Freight train passing through a small town,0.31546974,0.31546974,0.10247284,1.0
2010_005727,train,Freight train crossing a pink brick bridge,Train on elevated tracks among city buildings,0.30717468,0.32724646,0.14991757,0.8727814
n02389026_9151,horse,Horse grazing in a sunny green pasture,Horse grazing under leafy green tree,0.32242626,0.35846022,0.17297278,0.9400153
n03095699_2023,boat,Container boat passing along a wide river,Large container boat passing near city shoreline,0.29068324,0.33920735,0.27245623,0.8983197
n03095699_25444,boat,Large industrial boat near a military vessel,Cargo boat docked at a busy port,0.2916786,0.293503,0.13297492,0.9124935
000039,tvmonitor,tvmonitor beside kitchen sink and refrigerator,Old Compaq tvmonitor displaying Mac OS X,0.28675866,0.3376108,0.12523587,0.85242736
2011_001930,chair,Wooden chair on a sunny seaside deck,Wooden chair on a sunny seaside deck,0.32831043,0.32831043,0.20366135,1.0
2008_003305,person,Two people standing indoors under ceiling light,Two people posing together in a room,0.30293807,0.31646287,0.13059601,0.90988064
n02389026_7952,horse,Horse resting on dry grass by trees,Three horses grazing and resting near trees,0.29320285,0.32201502,0.1958313,0.93719774
n04152593_78757,tvmonitor,Tvmonitor displaying a webpage on wooden desk,Dual tvmonitor screens on a computer desk,0.30982792,0.31919554,0.105521485,0.9128956
n03201208_13930,diningtable,Diningtable with six chairs near large curtains,Diningtable with six chairs near large curtains,0.3289799,0.3289799,0.18545382,1.0
004373,bird,Birds searching for food beside a shed,Birds searching for food beside a shed,0.3132707,0.3132707,0.12238976,1.0
n03201208_14916,diningtable,Wood diningtable with two blue chairs,Wood diningtable with two blue chairs,0.3148253,0.3148253,0.13386989,1.0000001
2010_005080,bus,Three vintage buses parked near a hillside,Three vintage buses parked near a hillside,0.38462698,0.38462698,0.042803165,1.0
n03201208_14713,diningtable,Diningtable with six chairs on wooden floor,Diningtable with six chairs on wooden floor,0.34849945,0.34849945,0.087992646,1.0
n04152593_14818,tvmonitor,Large tvmonitor and computer setup on desk,Three tvmonitors on a corner desk workspace,0.29480857,0.3270429,0.17038503,0.9053612
000425,car,Rally car on a dirt road race,Rally car on a dirt road race,0.2952645,0.2952645,0.1291098,1.0
n04152593_37332,tvmonitor,Two tvmonitor screens on a cluttered desk,Two tvmonitor screens on a cluttered desk,0.31730318,0.31730318,0.11022502,1.0
002722,bicycle,Blue bicycle parked by a white shed,Tandem bicycle on a gravel surface,0.27313724,0.2969567,0.13036667,0.89802635
n03792782_485,bicycle,Bicycle leaning against a concrete wall,Black bicycle on gray tiled floor,0.28083664,0.29910976,0.2285904,0.8692049
2009_001118,train,Train stopped at an indoor station platform,Freight train passing by a station platform,0.28038126,0.29432145,0.15100755,0.9141434
n02422699_170,sheep,Sheep grazing on lush green grass,Horse grazing under leafy green tree,0.22518322,0.26065445,0.09987526,0.92486954
n11939491_2443,flower,Yellow flower blooming among green leaves,Yellow flower with green and brown center,0.30528063,0.32766223,0.1436737,0.900513
2010_000572,aeroplane,Aeroplane display mounted near palm tree,Aeroplane on display near park benches,0.27398476,0.28012553,0.14157246,0.94824517
n02403003_4254,cow,Cow standing among lush green palm trees,Cow standing among lush green palm trees,0.35075653,0.35075653,0.08481294,1.0
n02403003_8769,cow,Cow grazing near a dirt road,Cow grazing near a dirt road,0.30521584,0.30521584,0.17413342,1.0
n04099969_1802,chair,Black wooden chair on hardwood floor,Wooden chair with carved backrest among others,0.2964728,0.3104117,0.18046314,0.89127904
2010_004412,train,Freight train passing by a station platform,Freight train passing by a station platform,0.30148137,0.30148137,0.13823745,1.0
006638,sofa,Sofa with patterned cover and scattered cushions,Sofa with pillows on wooden floor,0.33866513,0.35749865,0.15055585,0.9127946
008825,aeroplane,Aeroplane flying through a cloudy sky,Aeroplane flying low against cloudy sky,0.27095777,0.27551866,0.15396437,0.96534765
n04487081_15970,bus,Bus parked beside tall office buildings,Bus parked on city street near buildings,0.30701423,0.3288534,0.30673388,0.93094856
2010_004831,bicycle,Bicycle parked on a sunny sidewalk,Tandem bicycle parked on suburban driveway,0.29822683,0.32082427,0.10612243,0.9326481
2009_001391,cat,Cat lounging in a cozy basket bed,Gray cat indoors with tan walls,0.3147058,0.31537175,0.15665045,0.8620405
001375,bird,Bird flying low above calm water,Bird gliding on calm blue water,0.27291772,0.27696413,0.12927075,0.9274847
2008_008120,bus,Blue and white bus parked on asphalt,Blue and white bus parked on asphalt,0.28772795,0.28772795,0.11151674,1.0
n04152593_23836,tvmonitor,Dual tvmonitor setup on a computer desk,Dual tvmonitor screens on a computer desk,0.3174351,0.333252,0.28675157,0.9757237
008695,motorbike,Vintage motorbike on display in a garage,Vintage motorbike on display in a garage,0.32501936,0.32501936,0.09785899,0.99999994
n02389026_141,horse,Horse standing near a pile of hay,Horse standing near a pile of hay,0.31915063,0.31915063,0.113124564,0.99999994
n02423022_7067,sheep,Sheep grazing on a grassy field,Young horse foal trotting on green grass,0.22038372,0.2780941,0.19875605,0.9044586
n11939491_11040,flower,White flower with green buds and purple berries,White daisy flower with green foliage,0.32500952,0.33491898,0.14840363,0.93820465
2008_002616,person,Person dancing at a formal indoor event,Person dancing at a formal indoor event,0.28079602,0.28079602,0.08663215,0.99999994
n04344873_14793,sofa,Yellow sofa with wooden legs on white,Yellow sofa with wooden legs on white,0.33358574,0.33358574,0.12750012,1.0
n04099969_1005,chair,Wicker rocking chair on a garden patio,Wicker rocking chair on a garden patio,0.3924926,0.3924926,0.14518915,1.0
n03785016_4334,motorbike,Motorbike parked on empty paved lot,Motorbike parked on a rural paved road,0.293898,0.2973699,0.16720852,0.94604856
2009_002264,bird,Bird standing in tall green grass,Bird standing on grassy ground near bushes,0.29482472,0.31299508,0.14846012,0.931304
2010_000483,sheep,Sheep grazing on rocky coastal grassland,Sheep grazing on rocky coastal grassland,0.35672706,0.35672706,0.16690165,1.0
2008_007229,aeroplane,Aeroplane taxiing on a runway near trees,Silver aeroplane displayed on outdoor tarmac,0.29351574,0.32702187,0.16364816,0.9062652
n03201208_22335,diningtable,Glass diningtable with four black chairs nearby,Modern diningtable with black chairs and carpet,0.31053537,0.3176195,0.31143737,0.9392926
2008_001290,cat,Cat lounging on a bag of litter,Tabby cat lying on beige carpet,0.2770403,0.29378006,0.19143122,0.8953193
000985,car,Car parked by a wooden fence,White car displayed on a modern showroom floor,0.2498714,0.28372803,0.17837068,0.89997625
003359,car,Black vintage car driving on city street,Black vintage car driving on city street,0.3044567,0.3044567,0.13901308,1.0
2008_003703,aeroplane,Aeroplane taxiing on a wet runway,Aeroplane parked on a wet airport runway,0.27839357,0.28853515,0.10945367,0.9704894
n11939491_8423,flower,Red flower with green leaves on soil,Red flower with green leaves on soil,0.29924774,0.29924774,0.13621253,1.0
n11939491_3999,flower,White daisy flower surrounded by green leaves,White daisy flower with green foliage,0.34417558,0.34835154,0.14358766,0.97050995
2008_003178,chair,Red plastic chair on tiled floor indoors,Red plastic chair on tiled floor indoors,0.33934486,0.33934486,0.16610849,1.0
2010_005480,person,Person sitting alone on a train seat,Person sitting alone on a train seat,0.31667313,0.31667313,0.2295554,1.0
2010_001577,sheep,Sheep standing on dirt and grassy ground,Sheep with short wool in a pen,0.29435334,0.30791682,0.1571414,0.88099825
n03095699_3913,boat,Large container boat passing near city shoreline,Boat carrying cargo containers on open water,0.3201607,0.32186344,0.13736215,0.89727604
n11939491_12320,flower,White flower with yellow center and green leaves,White daisy flower with green foliage,0.31557626,0.35206634,0.14606102,0.9367924
008328,dog,Dog standing on grass near garden fence,Dog standing alert on green grass,0.2593758,0.26154953,0.20258945,0.9329542
2009_000593,dog,White dog running on green grass,Fluffy white dog resting on green grass,0.3104481,0.33311474,0.08856327,0.9537822
2008_002004,cat,Gray cat lounging on a person's arm,Gray cat lounging on a person's arm,0.29128093,0.29128093,0.075315,1.0
002321,train,Train approaching on curved rural tracks,Red and cream train at rural station platform,0.31652868,0.32836235,0.16059345,0.89002544
003537,train,Orange train passing trees on sunny day,Two orange BNSF trains on railroad tracks,0.2982818,0.34151608,0.17300919,0.8848417
2011_001290,motorbike,Motorbike parked on a gravel road near trees,Motorbike parked on a gravel road near trees,0.31913024,0.31913024,0.14744785,0.9999999
2009_001160,bird,Bird perched near bright yellow flowers,Bird perched near bright yellow flowers,0.30048344,0.30048344,0.1293266,1.0
n02412080_14016,sheep,Sheep standing alone on green grass,Sheep standing alone on green grass,0.3428973,0.3428973,0.2619251,1.0
006017,car,Black car parked on grassy yard,Black car parked on grassy yard,0.27232653,0.27232653,0.07991555,1.0000001
n03201208_6738,diningtable,Diningtable with polka dot cloth and chairs,Diningtable with wooden chairs and tiled floor,0.3072961,0.31326017,0.1869986,0.92073286
004634,horse,Horse standing in tall green grass,Horse walking in a fenced grassy area,0.31169,0.3184868,0.13557473,0.9250945
n11939491_26985,flower,White and yellow flower on wooden surface,White and yellow flower on wooden surface,0.3186587,0.3186587,0.13926771,0.99999994
2011_003177,aeroplane,Aeroplane being towed on airport runway,Aeroplane being towed on airport runway,0.29197422,0.29197422,0.11894583,1.0
2010_002295,aeroplane,Aeroplane flying against a clear blue sky,Aeroplane flying high in clear sky,0.25244796,0.26173207,0.12760612,0.96334285
n02422699_9205,sheep,Sheep standing on dry grassy ground,Bird standing on rocky ground with shrubs,0.20491344,0.26202524,0.08846675,0.90751815
n03201208_6718,diningtable,Modern diningtable with black chairs and carpet,Modern diningtable with black chairs and carpet,0.33346316,0.33346316,0.20090024,1.0
n04099969_1704,chair,White rocking chair on green lawn,White rocking chair on green lawn,0.35550702,0.35550702,0.16221532,1.0
2008_006336,car,Car parked by a rural mountain landscape,Car parked by a rural mountain landscape,0.28898886,0.28898886,0.107196406,1.0000001
n11939491_26609,flower,Purple and white flower with green leaves,Purple and white flower with green leaves,0.31940144,0.31940144,0.11788155,1.0
2009_000716,cat,Gray cat resting on a floral cushion,Gray cat resting on a floral cushion,0.31173658,0.31173658,0.19582301,1.0
2010_001561,car,Black car parked on a sunny driveway,Black car parked on a gravel driveway,0.25721982,0.27445966,0.15515015,0.9736653
n03785016_17328,motorbike,Red motorbike parked near colorful market stalls,Red motorbike parked near colorful market stalls,0.30575842,0.30575842,0.19374897,1.0
002571,bird,Bird soaring across a clear blue sky,Bird soaring across a clear blue sky,0.27828652,0.27828652,0.08739465,0.99999994
n03201208_9792,diningtable,Wooden diningtable with chairs on a patio,Wooden diningtable with four chairs outdoors,0.31088465,0.3193074,0.05349749,0.95788777
n04483307_7973,boat,Yellow boat with sails on a forested lake,Boat with tall sails on open water,0.28930992,0.2932819,0.10050276,0.92561287
n03201208_16888,diningtable,Diningtable with chairs beside a yellow wall,Diningtable with four chairs on wood floor,0.310599,0.3216689,0.29935747,0.93101704
2010_000955,train,Green train passing by large industrial silos,Green train passing by large industrial silos,0.35900626,0.35900626,0.13486868,1.0
n04099969_2461,chair,Worn rocking chair on a wooden porch,Wicker rocking chair on a garden patio,0.3062354,0.3186288,0.17876482,0.94761854
2010_003279,aeroplane,Aeroplane landing on airport runway grass,Aeroplane taxiing near large airport hangar,0.27225643,0.28445438,0.12893285,0.9336291
001838,car,White car parked by a metal fence,White car parked beside a suburban house,0.25936535,0.28195196,0.19745442,0.9393537
n03785016_5347,motorbike,Blue motorbike parked by a red wall,Blue tandem bicycle on green grass lawn,0.2878965,0.31647396,0.155071,0.91176045
n03062245_1800,bottle,Bottle with shakers on a kitchen counter,Bottle collection in a metal rack on wood floor,0.28440374,0.3008636,0.11926797,0.9095893
n04487081_13955,bus,Electric bus on city street with buildings,Bus parked on city street near buildings,0.2997989,0.31324178,0.08307013,0.9450424
002894,aeroplane,Aeroplane displayed in a large hangar,Aeroplane displayed in a large hangar,0.30523205,0.30523205,0.10963466,1.0
2010_002388,bottle,Bottle holding a single red rose indoors,Bottle holding a single red rose indoors,0.35556847,0.35556847,0.12699205,1.0
n04483307_3937,boat,Sailboat on blue water near rocky hills,Boat sailing near coastal hills and mountains,0.3048221,0.32006633,0.17967613,0.91788524
n11939491_7390,flower,Flower with soft pink petals among leaves,Flower with soft pink petals among leaves,0.31255937,0.31255937,0.14504245,1.0
n02389026_2779,horse,Horse eating hay near a large bale,Horse eating hay near a large bale,0.30786893,0.30786893,0.16062483,1.0
005194,dog,Dog resting on a couch with pillow,Dog resting on a couch with pillow,0.32361048,0.32361048,0.20761077,0.99999994
004659,sofa,Pink sofa with floral pillows and curtains,Pink sofa with floral pillows and curtains,0.36107588,0.36107588,0.17904532,1.0
n04344873_5440,sofa,Sofa with pillows beside a lamp and dresser,Dog lying on a plaid bedspread,0.22345373,0.27264637,0.11314343,0.882772
n02417914_51768,sheep,Sheep with large horns on rocky terrain,Sheep with large horns on rocky terrain,0.31308836,0.31308836,0.14601338,1.0
n02835271_23173,bicycle,Tandem bicycle against a plain white wall,Tandem bicycle against a plain white wall,0.29187894,0.29187894,0.12159492,1.0
001158,chair,Two patterned chairs on a carpeted floor,Two patterned chairs on a carpeted floor,0.33705458,0.33705458,0.10722419,1.0
n02389026_3206,horse,Young horse lying on grassy field,Young horse lying on grassy field,0.33652326,0.33652326,0.123323,1.0
009784,train,Steam train moving past an industrial building,Steam train on turntable near brick buildings,0.29025215,0.29724914,0.06403713,0.91273266
2009_004543,horse,White horse grazing on green grassy field,Horse walking in a fenced grassy area,0.30651572,0.3224547,0.1323354,0.9325714
n04483307_4913,boat,Sailboat with yellow trim on calm water,Sailboat with yellow trim on calm water,0.31383154,0.31383154,0.14731093,1.0
n03201208_14891,diningtable,Wooden diningtable with three chairs and plant,Wood diningtable with chairs and a plant,0.33136714,0.33743078,0.16951042,0.9564494
2009_000991,bird,Bird standing on rocky ground with shrubs,Bird standing on rocky ground with shrubs,0.30142063,0.30142063,0.17802918,1.0
n04099969_20900,chair,Wicker rocking chair on a stone patio,Wicker rocking chair on a garden patio,0.3386221,0.34743953,0.13472658,0.9804349
n03201208_33935,diningtable,Diningtable with four chairs and ceramic bowls,Diningtable set with four chairs and placemats,0.31715846,0.33719924,0.10405936,0.9446948
n03062245_947,bottle,Glass bottle with a metal lid on carpet,Glass bottle with a metal lid on carpet,0.30901328,0.30901328,0.1203966,1.0
2008_004802,aeroplane,Aeroplane taxiing on green grass runway,Aeroplane being towed on airport runway,0.2804569,0.28892562,0.15622868,0.93905616
