subject,session,run,trial_idx,npy_path,image_name,category,caption,label
sub-29,ses-02,run-04,48,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,n03792782_26834,bicycle,Bicycle parked on gravel near garage doors,1
sub-29,ses-02,run-04,49,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,n03376595_1740,chair,Wooden chair on a light wooden floor,8
sub-29,ses-02,run-04,50,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,2010_002472,cat,Cat sitting in a metal baking pan,7
sub-29,ses-02,run-04,51,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,2008_002255,bird,Bird perched on power line against sky,2
sub-29,ses-02,run-04,52,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,2010_001177,cat,Cat lounging on a dark blue couch,7
sub-29,ses-02,run-04,53,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,n03095699_26029,boat,Boat carrying containers on calm blue water,3
sub-29,ses-02,run-04,54,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,2010_002207,aeroplane,Aeroplane flying low against clear sky,0
sub-29,ses-02,run-04,55,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,n03983396_5864,bottle,Bottle surrounded by mixed soda cans,4
sub-29,ses-02,run-04,56,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,2008_003287,person,Person walking through a forest of tall trees,15
sub-29,ses-02,run-04,57,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,2010_003279,aeroplane,Aeroplane landing on airport runway grass,0
sub-29,ses-02,run-04,58,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,n04344873_5397,sofa,Sofa with colorful pillows by the window,17
sub-29,ses-02,run-04,59,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,2010_001087,bus,Vintage bus parked on concrete by a wall,5
sub-29,ses-02,run-04,60,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,n11939491_8902,flower,White daisy flower surrounded by green grass,12
sub-29,ses-02,run-04,61,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,2009_002764,bicycle,Green bicycle leaning beside white house,1
sub-29,ses-02,run-04,62,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,n04152593_40471,tvmonitor,tvmonitor on patterned rug near laptop,19
sub-29,ses-02,run-04,63,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,n03782006_17192,tvmonitor,tvmonitor on a wooden desk with keyboard,19
sub-29,ses-02,run-04,64,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,2008_007891,bird,Bird perched on a bare tree branch,2
sub-29,ses-02,run-04,65,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,n03983396_6116,bottle,Dr Pepper bottle with branded cardboard carrier,4
sub-29,ses-02,run-04,66,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,2009_001159,bus,Double-decker bus parked beside brick buildings,5
sub-29,ses-02,run-04,67,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,n02403003_1254,cow,Cow pulling a wooden cart on dirt road,9
sub-29,ses-02,run-04,68,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,009548,train,Steam train at station with platform nearby,18
sub-29,ses-02,run-04,69,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,002113,cat,White cat sitting on a sunny windowsill,7
sub-29,ses-02,run-04,70,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,n02412080_10512,sheep,Sheep standing on snowy ground with bushes,16
sub-29,ses-02,run-04,71,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,2009_004497,horse,White horse standing on snowy ground,13
sub-29,ses-02,run-04,72,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,003268,aeroplane,Aeroplane landing on a wet runway,0
sub-29,ses-02,run-04,73,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,2008_003545,person,Person posing playfully near yellow lockers,15
sub-29,ses-02,run-04,74,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,n03983396_9573,bottle,Bottle filled with blue liquid on windowsill,4
sub-29,ses-02,run-04,75,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,2010_005303,person,Two people posing together in a room,15
sub-29,ses-02,run-04,76,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,001306,dog,Dog running across a grassy field,11
sub-29,ses-02,run-04,77,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,2009_004723,bird,Bird standing quietly on green grass,2
sub-29,ses-02,run-04,78,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,n04487081_15883,bus,Bus driving on a city street,5
sub-29,ses-02,run-04,79,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,2010_002327,tvmonitor,Two tvmonitors on a cluttered desk,19
sub-29,ses-02,run-04,80,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,n04344873_7977,sofa,Sofa with striped pillows and white cushions,17
sub-29,ses-02,run-04,81,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,2011_002687,bus,Red double-decker bus near modern building,5
sub-29,ses-02,run-04,82,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,n04483307_7895,boat,Sailboat gliding on calm water near shore,3
sub-29,ses-02,run-04,83,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,n11939491_5055,flower,White flower with yellow center and greenery,12
sub-29,ses-02,run-04,84,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,2009_001873,cow,White cow with ear tag among herd,9
sub-29,ses-02,run-04,85,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,2008_008437,cow,Cow grazing on a lush green field,9
sub-29,ses-02,run-04,86,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,004336,person,Two people sitting by a decorated Christmas tree,15
sub-29,ses-02,run-04,87,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,n11939491_8643,flower,Yellow flower with petals against black,12
sub-29,ses-02,run-04,88,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,002680,dog,Dog relaxing on a red sofa indoors,11
sub-29,ses-02,run-04,89,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,n04099969_1365,chair,Wicker rocking chair on wooden floor,8
sub-29,ses-02,run-04,90,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,n02412080_16799,sheep,Sheep standing by a road near trees,16
sub-29,ses-02,run-04,91,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,004871,train,Maroon train traveling on city railway tracks,18
sub-29,ses-02,run-04,92,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,2008_008379,train,Steam train engine with black and silver colors,18
sub-29,ses-02,run-04,93,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,001155,boat,Boat on a trailer by the water,3
sub-29,ses-02,run-04,94,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,002465,boat,Large white boat on calm river water,3
sub-29,ses-02,run-04,95,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,2008_008012,horse,Young horse standing on grassy field,13
sub-29,ses-02,run-04,96,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,001285,motorbike,Motorbike parked by the waterfront city skyline,14
sub-29,ses-02,run-04,97,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,n04344873_13594,sofa,Sofa with colorful pillows by a window,17
sub-29,ses-02,run-04,98,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,n02422106_3785,sheep,Sheep standing on grassy open plain,16
sub-29,ses-02,run-04,99,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-02/sub-29_ses-02_task-lowSpeed_run-04_1000Hz.npy,000365,cat,Cat lounging on a wooden platform among branches,7
sub-29,ses-03,run-01,0,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n11939491_26065,flower,Yellow flower surrounded by green leaves,12
sub-29,ses-03,run-01,1,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2008_005003,cat,Cat curled up sleeping on patterned blanket,7
sub-29,ses-03,run-01,2,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n11939491_22652,flower,White flower with yellow center outdoors,12
sub-29,ses-03,run-01,3,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n03983396_277,bottle,Bottle collection displayed on sunlit shelves,4
sub-29,ses-03,run-01,4,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2009_004820,aeroplane,Aeroplane on snowy runway with spinning propellers,0
sub-29,ses-03,run-01,5,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,006725,cat,Cat resting on a windowsill indoors,7
sub-29,ses-03,run-01,6,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2009_005198,bird,Bird swimming alone on calm blue water,2
sub-29,ses-03,run-01,7,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n03376595_2420,chair,Green folding chair on grassy field,8
sub-29,ses-03,run-01,8,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2008_003256,cow,Cow pair standing beside green pine trees,9
sub-29,ses-03,run-01,9,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n04344873_3949,sofa,Wooden sofa with decorative backrest design,17
sub-29,ses-03,run-01,10,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n04099969_19035,chair,Patterned rocking chair on concrete floor,8
sub-29,ses-03,run-01,11,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,002997,tvmonitor,tvmonitor on desk with computer accessories,19
sub-29,ses-03,run-01,12,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n02410509_19181,cow,Cow and calf grazing on green grass,9
sub-29,ses-03,run-01,13,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n04483307_11047,boat,Sailing boat gliding on open water,3
sub-29,ses-03,run-01,14,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,004871,train,Maroon train traveling on city railway tracks,18
sub-29,ses-03,run-01,15,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,003203,train,Old pink train passing by a factory,18
sub-29,ses-03,run-01,16,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2009_000752,boat,Boat docked beside calm water and posts,3
sub-29,ses-03,run-01,17,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,006918,car,Car parked on paved driveway by building,6
sub-29,ses-03,run-01,18,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n03782006_33457,tvmonitor,tvmonitor displaying thumbnails on a desk setup,19
sub-29,ses-03,run-01,19,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2011_003057,motorbike,Motorbike parked beside a wooden fence,14
sub-29,ses-03,run-01,20,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n03062245_1069,bottle,Silver bottle with floral branch design,4
sub-29,ses-03,run-01,21,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2009_000161,bicycle,Bicycle resting on a forest trail,1
sub-29,ses-03,run-01,22,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2009_000289,sheep,Sheep resting in a grassy field,16
sub-29,ses-03,run-01,23,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2009_003825,cow,Cow standing on grassy hillside under blue sky,9
sub-29,ses-03,run-01,24,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n03983396_3749,bottle,Bottle of soda on a refrigerator shelf,4
sub-29,ses-03,run-01,25,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,001728,person,Three people laughing together on a couch,15
sub-29,ses-03,run-01,26,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2010_000608,dog,Dog wearing a vest standing on grass,11
sub-29,ses-03,run-01,27,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2010_004428,sheep,Sheep walking on grassy hill under sky,16
sub-29,ses-03,run-01,28,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2009_002609,dog,Black dog with shiny fur on grass,11
sub-29,ses-03,run-01,29,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,006001,train,Rusty blue train on gravel track,18
sub-29,ses-03,run-01,30,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,006184,aeroplane,Aeroplane flying past snowy mountain cliffs,0
sub-29,ses-03,run-01,31,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,000495,bird,Bird stretching wings by the water,2
sub-29,ses-03,run-01,32,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n04099969_130,chair,Wooden rocking chair with a patterned throw,8
sub-29,ses-03,run-01,33,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,007613,car,Vintage car parked on a leafy road,6
sub-29,ses-03,run-01,34,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n04344873_4141,sofa,Wooden frame sofa with patterned cushions,17
sub-29,ses-03,run-01,35,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n02389026_9153,horse,Horse standing on grassy dirt near trees,13
sub-29,ses-03,run-01,36,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2008_001040,boat,Large white boat sailing near forested hills,3
sub-29,ses-03,run-01,37,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n04487081_3501,bus,Red articulated bus at a city bus stop,5
sub-29,ses-03,run-01,38,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2009_002890,bird,Bird walking along wet sandy shore,2
sub-29,ses-03,run-01,39,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,003069,sheep,Sheep resting on straw-covered ground,16
sub-29,ses-03,run-01,40,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n04483307_589,boat,Sailboat racing swiftly across open water,3
sub-29,ses-03,run-01,41,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n02422699_15030,sheep,Sheep grazing peacefully in dry grassland,16
sub-29,ses-03,run-01,42,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,005294,bottle,Bottle with Santa label among colorful lights,4
sub-29,ses-03,run-01,43,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n03201208_26009,diningtable,Wooden diningtable with matching chairs on rug,10
sub-29,ses-03,run-01,44,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n11939491_5188,flower,White flower with yellow center and green leaves,12
sub-29,ses-03,run-01,45,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n03792782_24042,bicycle,Bicycle on grass near a lake and trees,1
sub-29,ses-03,run-01,46,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2009_004285,person,Person speaking into a microphone on stage,15
sub-29,ses-03,run-01,47,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2008_006765,cat,Black and white cat sitting on patterned rug,7
sub-29,ses-03,run-01,48,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,009457,motorbike,Motorbike parked on driveway near grass,14
sub-29,ses-03,run-01,49,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n11939491_2443,flower,Yellow flower blooming among green leaves,12
sub-29,ses-03,run-01,50,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2010_001550,car,Car parked on rooftop under cloudy sky,6
sub-29,ses-03,run-01,51,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n04099969_2738,chair,Wooden chair on a hardwood floor,8
sub-29,ses-03,run-01,52,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n04152593_7099,tvmonitor,Tvmonitor displaying bowling scores on the wall,19
sub-29,ses-03,run-01,53,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2010_001461,dog,Dog with tongue out on grass,11
sub-29,ses-03,run-01,54,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,009188,bus,White bus parked on a city street,5
sub-29,ses-03,run-01,55,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n03201208_16311,diningtable,Wooden diningtable surrounded by elegant chairs,10
sub-29,ses-03,run-01,56,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n02389026_5692,horse,Horse and foal walking on grassy field,13
sub-29,ses-03,run-01,57,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2009_004361,dog,Dog wearing black gloves on red couch,11
sub-29,ses-03,run-01,58,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2009_004289,cow,Cow and calf standing in grassy field,9
sub-29,ses-03,run-01,59,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2009_000176,bus,Red buses at a city bus station,5
sub-29,ses-03,run-01,60,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,2008_002820,person,Person smiling in a hallway with lights,15
sub-29,ses-03,run-01,61,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n03983396_4716,bottle,Colorful glass bottle collection with metal tops,4
sub-29,ses-03,run-01,62,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n11939491_18364,flower,Orange flower basking in bright sunlight,12
sub-29,ses-03,run-01,63,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,008757,bicycle,Bicycle parked by a brick wall window,1
sub-29,ses-03,run-01,64,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-29/ses-03/sub-29_ses-03_task-lowSpeed_run-01_1000Hz.npy,n03201208_15417,diningtable,Diningtable with puzzle pieces and bookshelves,10
